2023-01-01,Meama Space • Tbilisi Mall,23.3,0.8,True
2023-01-01,Meama Space • City Mall,19.1,13.9,False
2023-01-01,Meama Space • East Point,-2.5,17.9,False
2023-01-01,Meama Collect • Gori,30.9,6.5,False
2023-01-01,Meama Collect • Beliashvili,-0.4,15.0,True
2023-01-01,Meama Collect • Abashidze,4.4,9.4,False
2023-01-01,Meama Collect • Rustavi,28.9,13.9,True
2023-01-01,Meama Collect • Sheni Saxli Jiqia,25.0,0.5,False
2023-01-01,Meama Collect • Paliashvili Street,10.9,19.4,True
2023-01-01,Meama Collect • Abashidze Street,13.2,18.0,False
2023-01-01,Meama Collect • Kartozia Street,7.9,9.9,True
2023-01-01,Meama Collect • Bukia Garden,9.8,11.7,False
2023-01-01,Meama Collect • Batumi,11.6,5.7,True
2023-01-01,Meama Collect • Digomi,30.0,3.7,False
2023-01-01,Meama Collect • Lisi,8.1,2.0,False
2023-01-01,Meama Collect • Turtle Lake,-4.6,16.4,True
2023-01-01,Meama Collect • Dedaena,7.5,19.2,False
2023-01-02,Meama Space • Tbilisi Mall,8.3,9.0,False
2023-01-02,Meama Space • City Mall,4.8,8.8,True
2023-01-02,Meama Space • East Point,2.6,0.6,True
2023-01-02,Meama Collect • Gori,29.0,2.4,False
2023-01-02,Meama Collect • Beliashvili,2.1,5.1,True
2023-01-02,Meama Collect • Abashidze,8.4,10.3,True
2023-01-02,Meama Collect • Rustavi,26.9,16.0,False
2023-01-02,Meama Collect • Sheni Saxli Jiqia,30.1,5.2,False
2023-01-02,Meama Collect • Paliashvili Street,25.6,3.4,True
2023-01-02,Meama Collect • Abashidze Street,12.8,15.5,False
2023-01-02,Meama Collect • Kartozia Street,0.2,6.1,True
2023-01-02,Meama Collect • Bukia Garden,28.9,8.9,False
2023-01-02,Meama Collect • Batumi,22.4,4.4,False
2023-01-02,Meama Collect • Digomi,26.3,19.3,True
2023-01-02,Meama Collect • Lisi,19.6,13.5,False
2023-01-02,Meama Collect • Turtle Lake,4.6,7.7,True
2023-01-02,Meama Collect • Dedaena,0.5,13.9,False
2023-01-03,Meama Space • Tbilisi Mall,12.4,6.5,True
2023-01-03,Meama Space • City Mall,4.9,8.7,True
2023-01-03,Meama Space • East Point,27.5,7.4,False
2023-01-03,Meama Collect • Gori,25.1,10.5,True
2023-01-03,Meama Collect • Beliashvili,-3.6,9.4,False
2023-01-03,Meama Collect • Abashidze,17.2,13.8,False
2023-01-03,Meama Collect • Rustavi,26.4,7.6,True
2023-01-03,Meama Collect • Sheni Saxli Jiqia,27.7,15.1,True
2023-01-03,Meama Collect • Paliashvili Street,-3.7,3.5,True
2023-01-03,Meama Collect • Abashidze Street,34.4,10.0,False
2023-01-03,Meama Collect • Kartozia Street,26.2,9.0,True
2023-01-03,Meama Collect • Bukia Garden,7.8,8.6,False
2023-01-03,Meama Collect • Batumi,-3.1,10.7,False
2023-01-03,Meama Collect • Digomi,25.2,18.8,False
2023-01-03,Meama Collect • Lisi,-1.0,3.4,False
2023-01-03,Meama Collect • Turtle Lake,3.2,0.1,True
2023-01-03,Meama Collect • Dedaena,16.8,1.1,True
2023-01-04,Meama Space • Tbilisi Mall,16.5,15.0,True
2023-01-04,Meama Space • City Mall,24.8,0.9,False
2023-01-04,Meama Space • East Point,21.3,2.2,False
2023-01-04,Meama Collect • Gori,28.5,6.6,False
2023-01-04,Meama Collect • Beliashvili,23.8,3.8,True
2023-01-04,Meama Collect • Abashidze,31.5,2.1,False
2023-01-04,Meama Collect • Rustavi,13.9,11.3,True
2023-01-04,Meama Collect • Sheni Saxli Jiqia,31.2,17.2,True
2023-01-04,Meama Collect • Paliashvili Street,-1.6,19.9,False
2023-01-04,Meama Collect • Abashidze Street,5.3,16.5,True
2023-01-04,Meama Collect • Kartozia Street,27.1,6.9,True
2023-01-04,Meama Collect • Bukia Garden,29.8,5.7,False
2023-01-04,Meama Collect • Batumi,29.5,0.4,False
2023-01-04,Meama Collect • Digomi,16.7,8.6,False
2023-01-04,Meama Collect • Lisi,21.6,16.6,True
